words,808s & Heartbreak,Graduation,JESUS IS KING,Late Registration,My Beautiful Dark Twisted Fantasy,The College Dropout,The Life of Pablo,Yeezus,ye
keyhole,0,0,0,0,0,0,0,1,0
keyshias,0,1,0,0,0,0,0,0,0
kfc,0,0,0,1,0,0,0,0,0
khaki,0,0,0,0,0,1,0,0,0
khalifa,0,0,0,0,0,0,0,0,1
khan,0,0,0,0,0,1,0,0,0
khloé,0,0,0,0,0,0,1,0,0
kick,0,0,0,3,0,0,2,0,0
kicked,0,1,0,0,0,1,0,1,0
kickin,0,0,0,0,0,0,1,0,0
kid,2,5,2,2,4,9,7,2,2
kidding,1,1,0,1,0,0,0,0,0
kidsandthewife,0,0,0,0,0,0,0,1,0
kilhoffer,0,0,0,0,0,0,1,0,0
kill,1,2,0,2,2,4,2,1,1
killa,0,1,0,1,0,0,1,0,0
killah,0,0,0,0,0,0,1,0,0
killas,0,0,0,0,0,0,1,0,0
killed,0,1,0,1,3,1,2,0,0
killer,1,0,0,0,0,2,1,0,0
killin,0,0,0,0,0,1,1,1,0
killing,0,2,0,0,2,0,0,0,1
kilo,0,0,0,1,1,0,0,0,0
kim,0,0,0,1,0,0,2,0,0
kimoji,0,0,0,0,0,0,1,0,0
kin,0,0,0,0,0,0,2,0,0
kind,1,0,0,3,1,2,0,1,0
kinda,0,0,0,1,1,2,2,0,1
kinfolk,0,0,0,1,0,0,0,0,0
king,1,0,8,2,3,1,0,2,0
kingdom,0,0,2,0,0,0,0,1,0
kinte,0,0,0,0,0,1,0,0,0
kirk,0,0,0,0,0,0,2,0,0
kiss,0,0,2,1,3,1,0,0,0
kissed,0,0,0,0,1,0,0,0,0
kissin,0,0,0,0,0,0,0,1,0
kitchen,0,1,0,1,0,1,0,0,0
kite,0,0,0,0,1,0,0,0,0
klamar,0,0,0,0,0,0,1,0,0
klan,0,0,0,1,0,0,0,0,0
klondike,0,1,0,1,0,0,0,0,0
kman,0,0,0,0,0,0,1,0,0
knapsack,0,0,0,0,0,1,0,0,0
knee,0,1,2,0,1,0,0,0,0
knelt,0,0,0,1,0,0,0,0,0
knew,3,1,2,2,2,2,3,1,0
knife,0,0,0,0,0,1,0,0,0
knight,0,0,0,0,1,1,0,1,0
knock,1,1,0,1,1,0,0,1,0
knocking,0,1,0,0,0,0,0,0,0
knockoff,0,0,0,0,1,0,0,0,0
knowin,0,0,0,0,0,0,2,0,0
kobe,0,0,0,0,1,0,0,0,1
koko,0,0,0,0,0,0,1,0,0
kon,0,0,0,0,0,1,0,0,0
kong,0,0,0,0,1,0,0,1,0
korea,0,0,0,0,0,0,0,0,1
kourtney,0,0,0,0,0,0,1,0,0
kravitz,0,0,0,0,0,0,1,0,0
krock,0,0,0,1,0,0,0,0,0
kunta,0,0,0,0,0,1,0,0,0
kush,0,0,0,0,0,1,0,0,0
kwali,0,0,0,0,0,1,0,0,0
kwe,0,0,0,0,0,1,0,0,0
kweli,0,0,0,1,0,3,0,0,0
kyle,0,0,0,0,0,0,1,0,0
kylie,0,0,0,0,0,0,1,0,0
kyo,0,0,0,0,0,0,1,0,0
kóbor,0,0,0,0,0,0,0,1,0
közénk,0,0,0,0,0,0,0,1,0
la,2,3,2,2,1,0,2,1,0
laa,0,0,0,0,0,0,1,0,0
lab,0,0,0,0,0,0,1,0,0
label,0,0,0,0,0,3,0,0,0
labelle,0,0,0,1,0,0,0,0,0
labi,0,1,0,0,0,0,0,0,0
lac,0,0,0,1,0,0,0,0,0
lack,0,1,0,0,2,0,0,0,1
ladada,0,1,0,0,0,0,0,0,0
ladadadadidadaa,0,0,0,0,0,0,1,0,0
ladder,0,0,0,0,1,0,0,0,0
ladidadaa,0,0,0,0,0,0,1,0,0
lady,1,1,0,2,2,4,1,0,0
lah,0,0,0,1,0,0,0,0,0
laid,0,1,0,0,1,0,0,0,0
lake,1,1,0,1,0,0,0,0,0
lalala,0,0,0,1,0,0,0,0,0
lalalala,0,0,0,1,0,0,0,0,0
lamar,0,0,0,0,1,0,1,0,0
lamb,0,0,0,0,0,0,1,0,0
lamborghini,0,0,0,0,1,0,0,0,0
lame,0,0,0,0,0,0,1,1,0
lamp,0,0,0,0,0,0,0,0,1
lampin,0,0,0,0,0,1,0,0,0
land,0,1,4,1,0,2,0,0,0
landlord,0,0,0,0,0,1,0,0,0
lane,0,0,0,1,0,2,0,0,0
language,0,0,0,0,0,1,0,0,0
lanka,0,0,0,0,1,0,0,0,0
laptop,0,0,0,0,0,0,2,0,0
larry,0,0,0,0,0,0,2,0,0
lasandra,0,0,0,0,0,1,0,0,0
lasted,0,0,0,1,0,0,0,0,0
late,2,2,2,4,0,2,2,0,0
lateness,0,1,0,0,0,0,0,0,0
latenight,0,0,0,0,0,0,0,1,0
latest,0,0,2,0,0,0,0,0,0
latifah,0,1,0,0,0,0,0,0,0
latitude,0,0,2,0,0,0,0,0,0
latte,0,0,0,0,0,1,0,0,0
laugh,1,1,0,1,0,3,3,0,0
laughed,1,0,0,0,0,0,0,0,0
laughter,0,0,0,0,0,0,1,0,0
laundry,0,0,2,0,0,0,0,0,0
laura,0,1,0,0,0,1,0,0,0
laurent,0,0,0,1,0,0,0,0,0
lauryn,0,1,0,0,0,0,1,0,0
lavender,0,0,0,0,1,0,0,0,0
lavish,0,0,0,0,0,0,1,0,0
law,0,0,0,0,1,1,0,0,0
lawn,0,0,0,0,0,0,0,1,0
lawrys,0,1,0,0,0,0,0,0,0
lawyer,0,0,0,0,0,1,0,1,0
lay,0,0,4,0,0,1,0,1,1
layaway,0,1,0,0,0,2,0,0,0
layer,0,0,0,0,0,0,1,0,0
layin,0,0,0,1,0,1,0,0,0
lazy,0,0,0,0,0,0,0,1,0
le,1,1,0,0,2,0,0,0,1
lead,0,0,2,0,0,0,0,0,0
leader,0,0,0,2,0,0,0,1,1
leadership,0,0,0,0,0,1,0,0,0
leaf,0,0,0,0,0,0,0,2,0
league,0,1,0,0,1,0,0,0,0
lean,0,0,2,1,0,0,1,0,0
leaning,0,0,0,1,0,0,0,0,0
learn,0,1,0,1,2,1,0,2,0
learned,0,0,0,0,2,0,0,0,0
learning,0,0,0,0,0,1,0,0,0
lease,0,0,0,0,0,1,0,0,0
leather,0,0,0,2,1,0,0,1,0
leave,4,1,0,4,3,6,1,2,3
leaveaprettygirlsad,0,0,0,0,0,0,0,1,0
leavesll,0,0,2,0,0,0,0,0,0
leavin,1,0,0,0,0,0,0,2,0
leaving,0,0,0,1,0,0,0,0,0
lebaron,0,0,0,0,1,0,0,0,0
lebron,0,0,0,0,1,0,1,0,0
led,0,0,0,0,0,0,1,1,0
lee,0,0,0,1,0,1,0,1,1
leer,0,1,0,0,0,0,0,0,0
leeway,0,0,0,1,0,0,0,0,0
left,1,1,2,3,0,3,2,1,0
leg,0,0,0,1,1,1,1,1,0
legal,0,0,0,0,0,1,0,0,0
legend,0,1,0,2,2,2,0,0,0
legendary,0,1,0,0,0,0,1,0,0
leinart,0,0,0,0,1,0,0,0,0
lemme,0,0,0,0,0,1,0,0,0
lemonade,0,0,2,0,0,0,0,0,0
lenny,0,0,0,0,0,1,0,0,0
lens,0,0,0,0,1,1,0,0,0
leo,0,0,0,0,0,0,0,1,0
leona,0,0,0,0,1,0,0,0,0
leone,0,0,0,1,0,0,0,0,0
lesbian,0,0,0,0,0,0,1,0,0
lesson,0,0,0,0,0,1,0,0,0
letter,0,0,2,0,0,1,0,0,0
letting,0,0,0,0,1,1,0,0,0
level,0,0,2,0,2,2,1,0,0
levine,0,0,0,1,0,0,0,0,0
levitate,0,0,0,0,1,0,0,0,0
lewinskyd,0,0,0,0,0,0,1,0,0
lewis,0,0,0,0,1,0,0,0,0
lex,0,0,0,0,2,0,0,0,0
lexapro,0,0,0,0,0,0,1,0,0
lexus,0,0,0,0,0,3,0,0,0
lexuses,0,0,0,0,0,1,0,0,0
liberated,0,0,0,0,0,0,2,0,0
liberty,0,0,0,0,1,0,0,0,0
lick,0,0,0,0,0,0,1,0,0
licorice,0,0,0,1,0,0,0,0,0
lie,0,1,2,4,2,1,4,1,1
lied,1,0,0,0,0,0,0,1,0
life,7,10,12,9,8,9,10,3,0
lifelike,0,0,2,0,0,0,0,0,0
lifeline,0,1,0,0,0,1,0,0,0
lifeordeath,0,0,0,0,0,1,0,0,0
lifetime,0,1,0,1,0,0,1,0,0
lifted,0,0,0,0,0,0,1,0,0
light,3,5,12,4,6,6,3,0,2
lighter,0,1,0,0,0,0,1,0,0
lightning,0,0,0,0,0,0,0,1,0
lightskinned,0,0,0,1,1,2,0,0,0
lighty,0,0,0,0,0,1,0,0,0
likey,0,1,0,0,0,0,0,0,0
lil,1,1,0,5,0,3,3,0,0
limbo,0,1,0,0,0,0,0,0,0
lime,0,0,0,1,0,0,0,0,0
limelight,0,1,0,0,1,1,0,1,0
limit,0,0,0,0,0,1,1,0,0
limited,0,0,0,0,0,1,0,0,0
limon,0,1,0,0,0,0,0,0,0
limousine,0,0,0,0,1,0,0,0,0
lincoln,0,1,0,1,0,0,0,0,0
lined,0,0,0,1,0,0,0,0,0
lineshould,0,0,0,1,0,0,0,0,0
lion,0,0,0,0,0,0,1,0,0
lip,0,1,0,0,0,0,0,1,0
lipo,0,0,0,1,0,0,0,0,0
liquor,0,0,0,2,0,0,1,1,0
lisa,0,1,0,0,0,0,0,0,0
list,0,0,0,1,0,0,1,0,0
listen,0,2,6,1,1,1,1,0,1
listened,0,0,0,0,0,1,0,0,0
listenin,0,0,0,0,0,1,0,0,0
listening,0,0,0,0,0,2,0,0,0
lit,0,1,0,1,0,0,1,0,0
live,1,5,4,4,5,2,0,3,1
lived,0,2,0,0,1,0,0,0,1
liveer,0,0,0,0,0,1,0,0,0
livest,0,0,0,1,0,0,0,0,0
livin,1,0,4,2,2,2,3,2,1
living,0,3,2,0,3,1,0,1,0
loaded,0,0,0,0,0,1,0,0,0
loafer,0,0,0,1,1,0,0,0,0
loan,0,0,0,1,0,1,0,0,0
lobby,0,0,0,0,0,0,0,1,0
local,0,0,0,1,1,1,0,0,0
loch,0,0,0,0,1,0,0,0,0
lock,0,0,0,2,0,2,0,2,0
lockdown,1,0,0,0,0,0,0,0,0
lockdownyou,1,0,0,0,0,0,0,0,0
lockdownyour,1,0,0,0,0,0,0,0,0
locked,0,0,2,0,0,2,0,1,0
logically,0,0,0,0,1,0,0,0,0
logo,0,1,0,0,0,0,0,0,0
lohead,0,1,0,0,0,0,0,0,0
lonely,2,0,0,0,1,0,0,2,0
loner,0,0,0,0,0,0,0,1,0
long,2,1,0,4,6,3,2,3,0
longass,0,0,0,0,0,0,0,1,0
longer,0,1,2,1,0,1,1,0,1
longest,0,0,0,0,0,0,0,1,0
looked,0,2,0,3,0,3,1,0,0
lookin,1,0,2,4,2,2,3,1,0
looped,0,0,0,0,0,1,0,0,0
loopy,0,0,0,0,0,0,1,0,0
loose,0,0,2,0,0,1,0,0,0
loot,0,0,0,1,0,1,0,0,0
lopez,0,0,0,1,0,0,0,0,0
lord,0,0,8,0,2,0,5,0,1
los,0,0,0,0,0,0,1,0,0
lose,2,0,0,1,3,0,2,2,2
loser,0,0,0,0,0,1,0,0,0
losin,0,0,0,0,0,1,0,0,0
loss,0,0,0,1,0,0,0,1,0
lost,2,1,2,1,4,1,3,2,1
lot,0,3,2,1,1,4,1,0,1
lotion,0,0,0,1,0,0,0,0,0
lotta,0,0,0,0,1,1,0,0,0
lottery,0,0,0,1,0,1,0,0,0
louboutin,0,0,0,0,0,0,0,1,0
loud,0,0,0,1,1,0,1,0,1
louder,0,0,0,1,0,0,0,0,0
loudest,0,0,0,0,1,0,0,0,0
louie,0,0,0,1,0,0,0,1,0
louis,1,3,0,4,1,1,2,0,0
louvre,0,0,0,0,1,0,0,0,0
love,6,5,8,8,7,9,11,5,6
loved,0,1,0,0,1,0,2,0,1
lover,0,0,0,1,2,0,0,0,0
lovin,0,0,0,0,0,1,1,1,0
loving,1,0,0,0,0,1,2,0,1
low,1,1,2,1,2,2,2,0,0
lowclass,0,0,0,0,0,1,0,0,0
lowest,0,0,0,0,0,1,0,0,0
lowkey,0,0,0,0,0,1,0,0,0
loyalty,0,0,0,0,0,0,0,0,1
loyoyal,0,1,0,0,0,0,0,0,0
lp,0,0,0,1,0,0,0,0,0
lucifer,0,0,0,0,1,0,0,0,0
luck,0,0,0,1,0,0,0,0,0
lucrative,0,0,0,0,1,0,0,0,0
ludacris,0,0,0,0,0,1,0,0,0
luger,0,0,0,0,1,0,0,0,0
luke,0,0,2,0,0,0,0,0,0
lung,0,0,0,0,0,0,0,0,1
lupe,0,0,0,1,0,0,0,0,0
lupin,0,0,0,1,0,0,0,0,0
lust,0,0,0,1,0,0,0,0,0
luther,0,0,0,0,0,1,0,0,0
luxury,0,0,0,0,0,0,2,0,0
lve,0,0,2,0,0,0,0,0,0
lyin,0,0,0,3,0,3,0,1,0
lying,0,0,2,0,0,0,0,0,0
lynched,0,0,0,1,0,0,0,0,0
lyor,0,0,0,0,1,0,0,0,0
lyric,0,0,0,0,0,2,1,0,0
lyrical,0,0,0,0,0,2,1,0,0
lyrically,0,0,0,0,1,0,0,0,0
mac,0,0,0,0,0,1,0,0,0
maced,0,0,0,0,0,1,0,0,0
macho,0,0,0,0,0,0,1,0,0
mad,2,0,2,0,1,0,4,1,1
madd,0,0,0,0,0,1,0,0,0
madigans,0,0,0,1,0,0,0,0,0
madison,0,1,0,0,0,0,1,0,0
madlib,0,0,0,0,0,0,1,0,0
madrichalert,0,0,0,0,0,0,0,1,0
magazine,0,0,0,1,1,0,0,0,0
magic,0,1,0,2,3,0,0,0,0
mai,0,0,0,0,1,0,0,0,0
maid,0,0,0,1,1,0,0,0,0
mail,0,0,0,0,1,2,0,0,0
main,0,0,0,0,0,0,1,1,0
majesty,0,0,0,0,1,0,0,0,0
major,0,0,0,2,1,1,0,0,0
majored,0,0,0,0,0,1,0,0,0
makeup,0,0,0,0,1,1,0,0,0
makin,0,2,0,2,1,2,1,0,0
making,0,1,0,1,0,2,1,0,0
malcolm,0,1,0,0,1,0,0,0,0
mali,0,0,0,1,0,1,0,0,0
malibooyah,0,0,0,0,1,0,0,0,0
malibu,0,0,0,0,1,0,0,0,0
malice,0,0,2,0,0,0,0,0,0
malik,0,0,0,1,0,0,1,0,0
mall,0,1,0,1,3,4,0,0,0
malone,0,0,0,0,0,0,1,0,0
malpractice,0,0,0,0,0,0,1,0,0
mama,0,2,0,5,1,5,5,1,0
mamakusa,0,0,0,0,1,0,0,0,0
mamase,0,0,0,0,1,0,0,0,0
mami,0,0,0,0,1,1,0,0,0
mamma,0,1,0,0,0,0,0,0,0
mammogram,0,0,0,0,0,1,0,0,0
manage,0,0,0,0,1,1,0,0,0
management,0,0,0,0,0,1,0,0,0
manager,0,0,0,1,0,1,1,0,0
managing,0,0,0,0,0,1,0,0,0
manilows,0,0,2,0,0,0,0,0,0
manly,0,0,0,0,0,1,0,0,0
manman,0,0,0,0,0,1,0,0,0
mannequin,0,0,0,1,0,0,0,0,0
manner,0,0,0,0,0,0,0,1,0
mano,0,0,0,0,0,0,1,0,0
mansion,0,0,0,1,1,0,0,0,0
marathon,0,0,0,0,0,0,1,0,0
march,0,0,0,1,1,0,0,0,0
mari,0,0,0,1,0,0,0,0,0
marijuana,0,0,0,0,0,0,0,0,1
marina,0,0,0,0,0,0,1,0,0
mark,0,1,0,0,1,0,0,0,0
market,0,0,0,0,0,0,1,0,0
marketing,0,0,0,0,0,1,0,0,0
marlon,0,0,0,0,0,0,0,0,1
marni,0,0,0,0,1,0,0,0,0
married,1,1,0,0,3,0,0,0,0
marry,0,0,0,1,1,1,0,0,0
marshal,0,0,0,0,0,0,0,0,1
marshas,0,0,0,0,0,1,0,0,0
martin,0,2,0,0,0,0,0,0,1
marvin,0,0,0,0,0,1,0,0,0
mary,0,0,0,0,0,1,1,0,0
maryland,0,0,0,1,0,0,0,0,0
mase,0,0,0,0,1,1,0,0,0
mask,0,0,0,0,0,1,0,0,0
mason,0,0,0,0,0,1,0,0,0
mass,0,0,0,2,0,1,0,0,0
massacre,0,0,0,0,1,0,0,0,0
massage,0,0,0,0,1,0,0,1,0
masseuse,0,0,0,0,1,0,0,0,0
master,0,0,0,1,0,1,0,0,0
match,0,0,0,0,0,1,0,0,0
matched,0,0,0,0,1,0,0,0,0
mate,0,0,0,0,0,0,0,1,0
math,0,0,0,0,1,2,1,0,0
matrimony,0,0,0,0,0,0,0,1,0
matrix,0,0,0,0,1,0,0,0,0
matt,0,0,0,0,1,0,1,0,0
matted,0,0,0,0,0,0,1,0,0
matter,1,1,2,1,3,2,3,0,1
matterhorn,0,0,0,0,1,0,0,0,0
maven,1,0,0,0,0,0,0,0,0
max,0,0,0,0,0,0,1,0,0
maya,0,0,0,1,0,0,0,0,0
maybach,0,0,0,0,1,1,1,1,0
mayer,0,1,0,0,0,0,0,0,0
mayonnaise,0,0,0,0,0,1,0,0,0
mayonnaisecolored,0,0,0,0,0,1,0,0,0
maze,0,0,0,0,0,1,0,0,0
mc,0,1,0,1,0,0,1,0,0
mcdonalds,0,0,0,1,0,0,0,0,0
meagan,0,1,0,0,0,0,0,0,0
meal,0,0,0,0,0,0,1,0,0
meaning,0,0,0,0,1,0,0,0,0
meant,1,1,0,0,1,1,0,0,1
measure,0,0,0,1,0,0,0,0,0
measured,0,0,0,1,0,0,0,0,0
med,0,0,0,0,0,0,0,0,1
mediall,0,0,0,0,0,0,1,0,0
mediatakeout,0,0,0,0,0,0,1,0,0
medicine,0,0,0,2,0,0,0,0,0
medium,0,0,0,0,0,0,2,0,0
medulla,0,0,0,0,0,0,0,0,1
medusa,0,0,0,0,0,1,1,0,0
meet,0,1,0,1,1,2,1,0,1
meeting,0,0,0,1,0,0,0,0,0
megsajnált,0,0,0,0,0,0,0,1,0
mel,0,0,0,0,0,1,0,0,0
melbourne,0,0,0,0,1,0,0,0,0
melodic,0,0,0,0,0,1,0,0,0
melody,0,0,0,0,0,1,0,0,0
melt,1,0,0,0,0,0,1,0,0
melvin,0,0,0,0,0,1,0,0,0
member,0,0,0,0,1,2,2,1,0
memory,1,1,0,0,1,1,0,1,0
men,0,0,0,2,0,0,1,2,0
menace,0,0,0,0,0,0,0,1,0
menacin,0,0,0,0,0,0,0,0,1
meneilly,0,0,0,0,0,1,0,0,0
mensa,0,0,0,0,0,0,2,0,0
mental,0,0,0,0,0,1,0,0,1
mentally,0,0,0,0,0,0,0,1,0
mention,0,0,0,0,1,0,1,0,0
mentioned,0,0,0,0,1,0,0,0,0
mentor,0,1,0,0,0,1,0,0,0
mercedes,0,0,0,1,1,1,0,0,0
mercy,0,0,0,0,1,0,1,0,0
merrill,0,0,0,1,0,0,0,0,0
merry,0,0,0,0,0,0,1,0,0
mess,1,1,0,0,0,2,1,0,0
message,0,1,0,1,1,2,1,0,0
messagin,0,0,0,0,0,0,0,0,1
messed,0,2,0,1,0,0,1,0,0
messin,0,0,0,1,0,3,0,0,0
met,0,1,0,2,2,3,3,1,0
method,0,0,0,0,0,1,0,0,1
metood,0,0,0,0,0,0,0,0,1
metro,0,0,0,0,0,0,2,0,0
mexican,0,0,0,1,0,0,0,0,0
mexico,0,0,0,0,0,0,1,0,0
mhm,0,1,0,0,0,0,0,0,1
mhmigh,0,0,0,0,0,0,0,1,0
mhmmhm,0,0,0,0,0,0,0,0,1
mhmmhmmhmmhmmhmm,0,0,0,0,0,0,0,0,1
mhmmhmmhmmhmmhmmhmmhmmhmmhmm,0,0,0,0,0,0,0,0,1
mi,0,0,0,0,1,0,0,1,0
miami,0,1,0,0,1,0,0,0,0
mic,0,0,0,1,0,0,0,0,0
michael,0,0,0,2,0,3,0,2,0
michelle,0,0,0,0,1,0,0,0,0
michigan,0,1,0,0,0,0,0,0,0
mics,0,0,0,0,0,1,0,0,0
middle,0,0,0,0,2,0,6,1,0
midwest,0,0,0,0,0,1,0,0,0
mighty,0,0,2,1,0,0,0,0,0
mike,0,2,2,1,8,1,3,9,1
mil,0,0,0,1,1,0,0,0,0
milan,0,0,0,0,1,0,0,0,0
mild,0,0,0,0,1,0,0,0,0
mile,1,0,0,1,0,0,1,0,0
milianlike,0,0,0,1,0,0,0,0,0
milk,0,0,0,1,1,0,0,0,0
mill,0,0,0,0,0,0,1,0,0
miller,0,1,0,0,0,0,0,0,0
millin,0,0,0,0,1,0,0,0,0
millionaire,0,0,0,1,1,1,0,0,0
millisecond,0,0,2,0,0,0,0,0,0
mime,0,1,0,0,0,0,0,0,0
min,0,1,0,0,0,0,0,0,0
minaj,0,0,0,0,2,0,0,0,1
mind,3,2,2,2,7,2,2,2,3
mine,2,2,0,2,2,4,2,1,3
mingle,0,1,0,0,0,0,0,0,1
minimum,0,0,0,1,0,0,0,0,0
minin,0,0,0,1,0,0,0,0,0
minister,0,0,0,1,0,0,2,0,0
minivan,0,0,0,1,0,0,0,0,0
mink,0,1,0,0,0,0,0,1,0
minnie,0,0,0,0,0,1,0,0,0
minor,0,0,0,0,1,0,0,0,0
minus,0,0,0,0,0,1,0,0,0
minute,0,0,2,2,0,2,3,0,0
miracle,0,0,0,0,0,2,1,0,0
miraculous,0,0,2,0,0,0,0,0,0
mirage,0,0,2,0,0,0,1,0,0
mirro,0,0,0,1,0,0,0,0,0
mirror,0,1,0,1,0,1,0,0,0
misery,1,1,0,0,0,0,0,0,0
missed,0,0,0,1,1,1,0,0,0
missing,1,0,0,0,1,0,0,0,0
mission,0,0,4,1,0,0,2,0,0
missus,0,0,0,0,1,0,0,0,0
mistake,1,0,0,0,1,0,0,0,1
mister,0,1,0,0,0,0,0,0,0
mistress,0,0,0,0,1,0,0,0,0
mitchell,0,2,0,0,1,0,0,0,0
mix,0,1,0,0,2,0,0,0,0
mixed,0,0,0,1,0,1,2,0,0
mj,0,0,0,0,1,0,1,0,0
mm,0,0,0,1,0,1,0,0,1
mmh,0,0,2,0,0,0,0,0,0
mmhmm,0,0,0,0,0,1,0,0,0
mmm,0,0,0,1,2,0,0,0,0
mmmm,0,0,0,1,0,2,0,0,0
mo,0,3,0,1,0,5,0,0,0
mob,0,0,0,0,0,1,0,1,0
mobile,0,0,0,0,0,1,0,0,0
moccasin,0,0,0,0,0,0,0,1,0
mocha,0,0,0,0,0,1,0,0,0
model,0,2,0,1,1,1,1,0,0
modernday,0,0,0,0,0,0,1,0,0
moe,0,0,0,1,0,0,0,0,0
moes,0,0,0,1,0,0,0,0,0
mogul,0,0,0,0,1,0,0,0,0
mohawke,0,0,0,0,0,0,0,1,0
moley,0,0,0,0,1,0,0,0,0
molly,0,0,0,0,0,0,0,1,0
mom,0,0,0,1,0,5,1,0,0
momandpop,0,0,0,0,0,1,0,0,0
moment,1,3,0,0,1,1,2,1,1
momll,0,0,0,0,0,0,0,0,1
momma,0,3,0,4,0,2,0,0,0
mommy,0,0,0,1,0,1,0,0,1
mona,0,1,0,0,0,0,0,0,0
monday,0,0,2,0,0,0,0,0,0
money,1,4,0,8,4,10,6,1,1
mongolian,0,0,0,0,1,0,0,0,0
monitor,0,0,0,0,0,1,0,0,0
monk,0,0,0,0,0,0,1,0,0
monkey,0,0,0,0,0,1,0,0,0
monologue,0,0,0,1,0,0,0,0,0
monop,0,0,0,0,0,0,0,1,0
monster,1,0,0,0,2,0,0,1,1
montana,0,0,0,0,0,0,2,0,0
month,1,1,0,0,0,0,2,0,0
mood,0,0,0,0,0,0,1,0,0
moon,1,0,0,0,0,1,0,1,0
moppin,0,0,0,1,0,0,0,0,0
moral,0,0,0,0,1,0,0,0,0
mornin,0,0,0,1,0,0,2,1,0
morning,0,1,4,1,1,2,4,1,0
morrison,0,0,0,0,0,0,1,0,0
moses,0,0,0,0,0,0,1,0,0
moss,0,1,0,0,0,0,0,0,0
mothafucka,0,0,0,0,0,0,1,0,0
mothafuckas,0,0,0,0,0,0,1,0,0
mothafuckin,0,0,0,0,0,0,1,0,0
mother,0,0,2,2,3,2,2,0,0
motherfucker,0,2,0,3,4,5,2,0,0
motherfuckin,0,0,0,0,3,1,0,0,0
motherfucking,0,0,0,0,0,3,0,0,0
motion,0,0,0,0,0,0,1,0,0
motivation,0,0,0,0,0,1,0,0,0
motown,0,0,0,2,0,0,0,0,0
motto,0,1,0,0,0,0,1,0,0
mount,0,0,0,0,1,0,0,0,0
mountain,0,0,0,0,0,0,0,1,0
mouth,1,0,0,2,1,3,0,4,1
move,1,1,2,1,3,8,0,3,1
moved,1,0,0,1,0,0,0,0,0
movement,0,0,0,0,1,0,0,1,0
movie,1,1,2,2,0,0,2,0,0
movin,0,0,2,1,0,1,0,0,0
moving,1,0,0,0,1,0,2,0,0
mtv,0,0,0,0,1,1,0,0,0
mud,0,0,0,0,1,0,0,0,0
muhammad,0,0,0,0,0,0,1,0,0
muhfucker,0,0,0,0,0,1,0,0,0
mulholland,0,0,0,0,0,0,1,0,0
mummra,0,0,0,1,0,0,0,0,0
murciélago,0,0,0,0,1,0,0,0,0
murder,0,0,0,2,2,0,0,1,1
murderer,0,0,0,0,0,1,0,0,0
muscle,0,0,0,0,0,2,0,0,0
museum,0,1,0,0,0,0,0,0,0
music,0,1,2,3,3,4,2,0,0
musical,0,1,0,0,0,0,0,0,0
muslim,0,0,0,0,0,0,0,0,1
mustard,0,0,0,0,0,0,1,0,0
musty,0,0,0,0,1,0,0,0,0
mute,0,0,0,1,0,0,0,0,0
muthafucka,0,1,0,0,0,0,0,0,0
muthafuckin,0,0,0,0,0,1,0,0,0
myoho,0,0,0,0,0,0,1,0,0
mythology,0,0,0,0,1,0,0,0,0
mély,0,0,0,0,0,0,0,1,0
ménage,0,0,0,0,1,1,0,1,0
ménages,0,0,0,0,0,0,0,0,1
naacp,0,1,0,0,0,0,0,0,0
nada,0,1,0,0,0,0,0,0,0
nah,0,1,0,0,1,1,1,0,0
naked,0,0,0,0,0,0,0,1,1
nam,0,0,0,0,0,0,1,0,0
named,0,0,0,0,0,3,0,0,0
nameless,0,0,0,0,0,0,1,0,0
nanana,0,0,0,0,0,0,1,0,0
nancy,0,0,0,0,0,0,1,0,0
nanny,0,0,0,1,0,0,0,0,0
naomi,0,0,0,0,0,0,0,0,1
nap,0,0,0,0,0,0,0,1,0
napoleon,0,0,0,0,1,0,0,0,0
nasty,0,0,0,0,1,0,0,0,0
nat,0,0,0,0,1,0,0,0,0
natalie,0,0,0,0,0,0,1,0,0
nation,0,0,0,0,2,0,0,0,0
natural,0,0,0,0,1,0,0,0,0
naturally,0,0,0,0,0,1,0,0,0
nava,0,0,0,0,1,0,0,0,0
navigates,0,0,0,0,0,1,0,0,0
navy,0,0,0,0,0,1,0,0,0
naw,0,0,0,0,0,3,0,0,0
nazi,0,1,0,0,0,0,0,0,0
nba,0,0,0,1,0,1,0,0,0
necessity,0,1,0,0,0,0,0,0,0
neck,1,0,0,0,0,1,2,1,0
neckful,0,0,0,0,0,0,1,0,0
necklace,0,1,0,0,0,1,0,0,0
needed,0,0,0,1,2,2,1,1,0
needin,0,0,2,0,0,0,0,0,0
negotiatin,0,0,0,0,0,0,1,0,0
neighbor,0,0,4,0,0,0,0,0,0
neighborhood,0,0,0,0,1,0,0,0,0
neimans,0,0,0,0,1,0,0,0,0
nenever,0,0,0,1,0,0,0,0,0
neon,0,0,0,1,0,0,0,0,0
nephew,0,0,0,0,0,1,0,0,0
nerd,0,0,0,0,0,0,1,0,0
nerve,0,1,0,0,0,1,0,0,0
nervous,0,0,0,1,0,0,1,0,0
ness,0,0,0,0,1,0,0,0,0
net,0,0,0,0,0,0,0,0,1
nevermind,0,0,0,0,0,1,0,0,0
newark,0,0,0,0,0,1,0,0,0
newborn,0,0,2,1,0,0,0,0,0
newport,0,0,0,1,0,0,0,0,0
news,1,1,0,0,2,1,5,1,1
newspaper,0,0,0,0,0,1,0,0,0
